feature,mean_abs_shap
votes_total,1.297905692661925
price,0.03181587520815889
average_forever_hours,0.028244617144987327
price_delta,0.003241264133048605
average_2weeks_hours,0.00032969727863424447
discount,0.00030296322854035386
